name,director,producer,Importer,Distributor,date,year,month,country,screen,audience,genre,limit,actor1,actor2,actor3,star
킹오브프리즘-프라이드더히어로,히시다마사카즈,,동우에이앤이(주),(주)박수엔터테인먼트,2017-06-10,2017,6,일본,92,119398,애니메이션,15세이상관람가,남도형,엄상현,이원찬,9.22
스페이스독2,"이나예블라니코바,알렉산더크람초프,바딤소츠코프",,에이원엔터테인먼트,(주)지어소프트,2014-12-11,2014,12,러시아,108,19445,애니메이션,전체관람가,노나그리스하에바,마리아나스피바크,일리야함초프,7.31
노무현입니다,이창재,영화사풀,,"CGV아트하우스,영화사풀",2017-05-25,2017,5,한국,775,1854867,다큐멘터리,12세이상관람가,노무현,,,8.93
라스트에어벤더,M.나이트샤말란,파라마운트픽쳐스,씨제이엔터테인먼트,씨제이엔터테인먼트,2010-08-19,2010,8,미국,396,1394110,액션,전체관람가,노아링어,잭슨라스본,니콜라펠츠,4.74
드래곤볼Z:신들의전쟁,호소다마사히로,"도에이애니메이션컴퍼니,후지TV","팔레드시네마(주),(주)씨씨에스미디어",(주)인벤트스톤,2013-08-29,2013,8,일본,262,44231,애니메이션,전체관람가,노자와마사코,야마데라코이치,모리타마사카즈,8.11
드래곤볼Z:부활의F,야마무로타다요시,,씨제이이앤엠(주),씨제이이앤엠(주),2015-10-01,2015,10,일본,76,22025,애니메이션,전체관람가,노자와마사코,나카오류세이,야마데라코이치,6.06
프로메테우스,리들리스콧,,이십세기폭스코리아(주),이십세기폭스코리아(주),2012-06-06,2012,6,미국,521,970275,SF,청소년관람불가,누미라파스,마이클패스벤더,샤를리즈테론,7.7
스파이게임,마이클앱티드,,와이즈앤와이드엔터테인먼트(주),메가박스중앙(주)플러스엠,2017-09-14,2017,9,영국,203,15986,액션,15세이상관람가,누미라파스,토니콜렛,올랜도블룸,7.61
스크림4G,웨스크레이븐,,(유)마스엔터테인먼트코리아,(주)시너지하우스(시너지),2011-06-09,2011,6,미국,163,46723,미스터리,청소년관람불가,니브캠벨,커트니콕스,데이빗아퀘트,5.81
극장판파워레인저:닌자포스VS트레인포스닌자인원더랜드,나카자와쇼지로,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2016-11-03,2016,11,일본,406,63820,액션,전체관람가,니시카와슌스케,마츠모토가쿠,나카무라카이토,8.95
헤이트발렌타인데이,니아발다로스,블루스타픽쳐스,㈜케이디미디어,㈜케이디미디어,2010-02-04,2010,2,미국,74,16566,멜로/로맨스,12세이상관람가,니아발다로스,존코베트,,5.85
나의그리스식웨딩2,커크존스,,(주)누리픽쳐스,(주)이수C&E,2016-03-30,2016,3,미국,327,38305,코미디,15세이상관람가,니아발다로스,존코베트,엘레나캠푸리스,7.38
파이널데스티네이션5,스티븐쿼일,,워너브러더스코리아(주),워너브러더스코리아(주),2011-09-08,2011,9,미국,168,257193,공포(호러),청소년관람불가,니콜라스디아고스토,엠마벨,토니토드,6.52
마법사의제자,존터틀타웁,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-07-21,2010,7,미국,298,582698,드라마,전체관람가,니콜라스케이지,,,7.48
프로즌그라운드,스콧워커,"그린스톤픽처스,에멋플라필름",(주)소나무픽쳐스,(주)박수엔터테인먼트,2014-02-06,2014,2,미국,88,13853,스릴러,청소년관람불가,니콜라스케이지,존쿠삭,바네사허진스,7.45
아스트로보이-아톰의귀환,데이빗보워스,이미지애니메이션스튜디오,㈜케이디미디어,㈜케이디미디어,2010-01-13,2010,1,미국,285,401477,애니메이션,전체관람가,니콜라스케이지,크리스틴벨,프레디하이모어,8.02
드라이브앵그리3D,패트릭루지어,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,2011-08-25,2011,8,미국,160,30221,액션,청소년관람불가,니콜라스케이지,엠버허드,윌리암피츠너,6.47
고스트라이더:복수의화신,"마크네빌딘,브라이언테일러",,(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2012-02-16,2012,2,미국,269,117263,액션,15세이상관람가,니콜라스케이지,이드리스엘바,비올란테플라치도,5.78
저스티스,로저도널드슨,,(주)쇼박스,(주)쇼박스,2012-03-15,2012,3,미국,142,44546,액션,청소년관람불가,니콜라스케이지,가이피어스,재뉴어리존스,7.07
시즌오브더위치:마녀호송단,도미닉세나,,(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),2011-01-13,2011,1,미국,218,435201,어드벤처,15세이상관람가,니콜라스케이지,론펄먼,,6.66
아더우먼,닉카사베츠,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-11-13,2014,11,미국,331,77341,코미디,15세이상관람가,니콜라이코스터-왈도,레슬리만,카메론디아즈,7.38
시크릿인데어아이즈,빌리레이,,판씨네마(주),판씨네마(주),2016-04-27,2016,4,미국,186,21692,미스터리,15세이상관람가,니콜키드먼,줄리아로버츠,딘노리스,7.61
개구쟁이스머프,라자고스넬,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-08-11,2011,8,미국,399,1027438,애니메이션,전체관람가,닐패트릭해리스,소피아베르가라,,8.59
러브라이브!더스쿨아이돌무비,쿄고쿠타카히코,,(주)애니플러스,(주)박수엔터테인먼트,2015-09-03,2015,9,일본,66,122574,애니메이션,전체관람가,닛타에미,난죠요시노,우치다아야,8.51
링컨,스티븐스필버그,,이십세기폭스코리아(주),이십세기폭스코리아(주),2013-03-14,2013,3,미국,214,135900,드라마,12세이상관람가,다니엘데이루이스,조셉고든레빗,토미리존스,7.77
팬텀스레드,폴토마스앤더슨,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2018-03-08,2018,3,미국,42,27403,드라마,15세이상관람가,다니엘데이루이스,빅키크리엡스,,8.42
우먼인블랙,제임스왓킨스,,KT&G상상마당영화사업팀컴퍼니에스에스(주),"(주)넥스트엔터테인먼트월드(NEW),KT&G상상마당영화사업팀컴퍼니에스에스(주)",2012-02-16,2012,2,영국,237,117188,드라마,15세이상관람가,다니엘래드클리프,시아란힌즈,자넷맥티어,5.96
해리포터와죽음의성물1,데이빗예이츠,헤이데이필름,워너브러더스코리아(주),워너브러더스코리아(주),2010-12-15,2010,12,미국,718,2809053,미스터리,전체관람가,다니엘래드클리프,엠마왓슨,루퍼트그린트,8.2
해리포터와죽음의성물2,데이빗예이츠,,워너브러더스코리아(주),워너브러더스코리아(주),2011-07-13,2011,7,미국,757,4400298,판타지,전체관람가,다니엘래드클리프,엠마왓슨,루퍼트그린트,9.31
혼스,알렉산더아야,,주식회사더쿱,(주)팝엔터테인먼트,2014-11-27,2014,11,미국,166,17535,판타지,청소년관람불가,다니엘래드클리프,주노템플,,7.31
원라이프,"마이클건톤,마샤홈즈",유나이티드픽처스(주),유나이티드픽처스(주),씨제이이앤엠(주),2011-08-17,2011,8,영국,158,24348,다큐멘터리,전체관람가,다니엘크레이그,이수근,김유정,6.36
밀레니엄:여자를증오한남자들,데이빗핀처,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-01-11,2012,1,미국,321,443889,스릴러,청소년관람불가,다니엘크레이그,루니마라,,8.04
틴틴:유니콘호의비밀,스티븐스필버그,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2011-12-07,2011,12,미국,644,814023,애니메이션,전체관람가,다니엘크레이그,사이먼페그,제이미벨,7.3
카우보이&에이리언,존파브로,,씨제이이앤엠(주),씨제이이앤엠(주),2011-08-11,2011,8,미국,269,256346,액션,15세이상관람가,다니엘크레이그,해리슨포드,올리비아와일드,7.92
007스펙터,샘멘데스,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2015-11-11,2015,11,영국,1105,1820842,액션,15세이상관람가,다니엘크레이그,랄프파인즈,레아세이두,7.03
피라냐3DD,존걸레거,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,2012-08-01,2012,8,미국,269,74044,공포(호러),청소년관람불가,다니엘파나베이커,빙라메스,데이빗핫셀호프,4.85
썬더일레븐극장판:최강군단오우거의습격,미야오요시카즈,,애니박스엔터테인먼트,(주)미디어데이,2011-05-05,2011,5,일본,166,123363,애니메이션,전체관람가,다케우치준코,노지마히로후미,,8.45
극장판나루토질풍전:로드투닌자,하야토다테,,애니박스엔터테인먼트,씨너스엔터테인먼트(주),2013-02-21,2013,2,일본,72,30117,애니메이션,전체관람가,다케우치준코,나카무라치에,모리카와토시유키,8.96
그레이의50가지그림자,샘테일러-존슨,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2015-02-26,2015,2,미국,512,364415,드라마,청소년관람불가,다코타존슨,제이미도넌,제니퍼엘,8.01
50가지그림자:심연,제임스폴리,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2017-02-09,2017,2,미국,435,189620,드라마,청소년관람불가,다코타존슨,제이미도넌,,7.41
로렉스,"크리스리노드,카일발다",,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2012-05-03,2012,5,미국,463,297025,애니메이션,전체관람가,대니드비토,잭에프론,에드헬름스,8.55
유희왕,츠지하츠키,"포키즈엔터테인먼트,스튜디오갸룹,TV토쿄,니콘광고시스템(NAS),토호컴퍼니",대원씨앤에이홀딩스,에이원엔터테인먼트,2010-01-28,2010,1,일본,64,134754,애니메이션,전체관람가,댄그린,에릭스튜어트,스코티레이,8.91
인시디어스3,리워넬,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2015-07-09,2015,7,미국,409,825517,공포(호러),15세이상관람가,더모트멀로니,스테파니스콧,앵거스샘슨,6.83
엘리아스:바다의보물을찾아라!,리스오스볼,,(주)소나무픽쳐스,(주)마인스엔터테인먼트,2014-10-23,2014,10,노르웨이,199,17305,애니메이션,전체관람가,데니스스토헤이,엘리자베스모버그,,8.13
버스657,스콧만,,(주)스톰픽쳐스코리아,(주)스톰픽쳐스코리아,2016-01-14,2016,1,미국,161,18042,액션,15세이상관람가,데이브바티스타,로버트드니로,제프리딘모건,7.93
레고닌자고무비,찰리빈,,워너브러더스코리아(주),워너브러더스코리아(주),2017-09-28,2017,9,미국,459,154966,애니메이션,전체관람가,데이브프랭코,올리비아문,저스틴서룩스,8.44
더레이디,뤽베송,,씨제이이앤엠(주),씨제이이앤엠(주),2012-09-06,2012,9,프랑스,97,13051,드라마,15세이상관람가,데이빗듈리스,양자경,,8.83
스타워즈:라스트제다이,라이언존슨,,월트디즈니컴퍼니코리아유한책임회사,월트디즈니컴퍼니코리아유한책임회사,2017-12-14,2017,12,미국,1107,959578,액션,12세이상관람가,데이지리들리,마크해밀,오스카아이삭,6.64
파워레인져스:더비기닝,딘이스라엘리트,,(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),2017-04-20,2017,4,미국,479,72495,액션,12세이상관람가,데이커몽고메리,나오미스콧,RJ사일러,7.17
더큐어,고어버빈스키,,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-02-15,2017,2,미국,419,159948,미스터리,청소년관람불가,데인드한,제이슨아이삭스,셀리아아임리,7.26
비행기2:소방구조대,로버츠개너웨이,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-08-13,2014,8,미국,341,311456,애니메이션,전체관람가,데인쿡,줄리보웬,에드해리스,7.93
플라이트,로버트저메키스,파라마운트픽쳐스,씨제이이앤엠(주),씨제이이앤엠(주),2013-02-28,2013,2,미국,79,20491,드라마,청소년관람불가,덴젤워싱턴,멜리사레오,존굿맨,7.88
일라이,"알렌휴즈,알버트휴즈",알콘엔터테인먼트,㈜케이디미디어,(주)쇼박스,2010-04-15,2010,4,미국,252,222927,액션,15세이상관람가,덴젤워싱턴,게리올드만,,7.14
언스토퍼블,토니스콧,이십세기폭스필름코퍼레이션,이십세기폭스코리아(주),이십세기폭스코리아(주),2010-11-10,2010,11,미국,309,459535,액션,12세이상관람가,덴젤워싱턴,크리스파인,,8.08
더이퀄라이저,안톤후쿠아,,유니버설픽쳐스인터내셔널코리아(유),유니버설픽쳐스인터내셔널코리아(유),2015-01-28,2015,1,미국,255,82779,액션,청소년관람불가,덴젤워싱턴,클로이모레츠,마튼초카스,8.32
