,Unnamed: 0,영화명,감독,제작사,수입사,배급사,개봉일,개봉월,국적,전국스크린수,전국관객수,장르,등급,url,movie_star,배우1,배우2,배우3
1145,746,킥 애스: 영웅의 탄생,매튜 본,"마브 필름,플랜 비 엔터테인먼트,라이온스 게이트 필름즈",데이지엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2010-04-22,4,영국,221,153849,액션,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=킥 애스: 영웅의 탄생%09&section=all&ie=utf8,8.48,애런존슨,클로이모레츠,니콜라스케이지
1146,870,"극장판 파워레인저 다이노포스VS고버스터즈 공룡 대결전! ~안녕, 영원한 친구여!~",사카모토 코이치,,대원미디어(주),(주)이수C&E,2014-10-02,10,일본,363,212368,액션,전체관람가,"https://movie.naver.com/movie/search/result.nhn?query=극장판 파워레인저 다이노포스VS고버스터즈 공룡 대결전! ~안녕, 영원한 친구여!~%09&section=all&ie=utf8",8.48,류세이료,사이토슈스케,킨죠야마토
1147,1380,내가 살인범이다,정병길,"(주)다세포클럽,(주)쇼박스",,(주)쇼박스,2012-11-08,11,한국,547,2721903,액션,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=내가 살인범이다%09&section=all&ie=utf8,8.48,정재영,박시후,
1148,1364,재심,김태윤,(주)이디오플랜,,"오퍼스픽쳐스,CGV아트하우스",2017-02-15,2,한국,935,2420729,드라마,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=재심%09&section=all&ie=utf8,8.49,정우,강하늘,김해숙
1149,80,위아 유어 프렌즈,맥스 조셉,,(주)시네마리퍼블릭,씨네그루(주)다우기술,2015-11-12,11,미국,220,27412,드라마,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=위아 유어 프렌즈%09&section=all&ie=utf8,8.5,에밀리라타이코프스키,잭에프론,
1150,156,리틀 프린세스 소피아 : 신비한 섬,제이미 미첼,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-09-28,9,미국,135,62454,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=리틀 프린세스 소피아 : 신비한 섬%09&section=all&ie=utf8,8.5,,,
1151,257,안나 카레니나,조 라이트,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2013-03-21,3,미국,248,143947,드라마,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=안나 카레니나%09&section=all&ie=utf8,8.5,키이라나이틀리,주드로,애런존슨
1152,290,팬,조 라이트,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-10-08,10,미국,428,185960,판타지,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=팬%09&section=all&ie=utf8,8.5,휴잭맨,가렛헤드룬드,루니마라
1153,508,미 비포 유,테아 샤록,,워너브러더스 코리아(주),워너브러더스 코리아(주),2016-06-01,6,미국,481,939658,멜로/로맨스,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=미 비포 유%09&section=all&ie=utf8,8.5,에밀리아클라크,샘클라플린,
1154,1263,오빠생각,이한,(주)조이래빗,,(주)넥스트엔터테인먼트월드(NEW),2016-01-21,1,한국,855,1069436,드라마,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=오빠생각%09&section=all&ie=utf8,8.5,임시완,고아성,
1155,184,로스트 인 더스트,데이빗 맥킨지,,(주)메인타이틀픽쳐스,메가박스중앙(주)플러스엠,2016-11-03,11,미국,354,79812,범죄,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=로스트 인 더스트%09&section=all&ie=utf8,8.51,크리스파인,벤포스터,제프브리지스
1156,417,카3: 새로운 도전,브라이언 피,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-07-13,7,미국,800,487916,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=카3: 새로운 도전%09&section=all&ie=utf8,8.51,아미해머,오웬윌슨,크리스텔라알론조
1157,517,파퍼씨네 펭귄들,마크 워터스,,이십세기폭스코리아(주),이십세기폭스코리아(주),2011-09-07,9,미국,333,979739,코미디,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=파퍼씨네 펭귄들%09&section=all&ie=utf8,8.51,칼라구기노,짐캐리,안젤라랜즈베리
1158,782,키즈모노가타리 II : 열혈편,신보 아키유키,,(주)애니플러스,(주)박수엔터테인먼트,2016-10-20,10,일본,69,15800,애니메이션,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=키즈모노가타리 II : 열혈편%09&section=all&ie=utf8,8.51,카미야히로시,사카모토마아야,호리에유이
1159,837,짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,하시모토 마사카즈,,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2014-04-03,4,일본,301,83289,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!%09&section=all&ie=utf8,8.51,야지마아키코,후지와라케이지,나라하시미키
1160,852,러브 라이브! 더 스쿨 아이돌 무비,쿄고쿠 타카히코,,(주)애니플러스,(주)박수엔터테인먼트,2015-09-03,9,일본,66,122574,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=러브 라이브! 더 스쿨 아이돌 무비%09&section=all&ie=utf8,8.51,닛타에미,난죠요시노,우치다아야
1161,419,노예 12년,스티브 맥퀸,,판씨네마(주),"판씨네마(주),(주)프레인글로벌",2014-02-27,2,미국,326,498004,드라마,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=노예 12년%09&section=all&ie=utf8,8.52,치웨텔에지오포,마이클패스벤더,베네딕트컴버배치
1162,536,웜 바디스,조나단 레빈,,데이지엔터테인먼트,씨제이이앤엠(주),2013-03-14,3,미국,477,1169839,멜로/로맨스,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=웜 바디스%09&section=all&ie=utf8,8.52,테레사팔머,니콜라스홀트,존말코비치
1163,623,도리를 찾아서,앤드류 스탠튼,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2016-07-06,7,미국,1091,2601734,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=도리를 찾아서%09&section=all&ie=utf8,8.52,엘런드제너러스,다이안키튼,이드리스엘바
1164,1345,쩨쩨한 로맨스,김정훈,(주)크리픽쳐스,,롯데쇼핑㈜롯데엔터테인먼트,2010-12-01,12,한국,463,2080574,코미디,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=쩨쩨한 로맨스%09&section=all&ie=utf8,8.52,이선균,최강희,
1165,92,개들의 섬,웨스 앤더슨,,이십세기폭스코리아(주),이십세기폭스코리아(주),2018-06-21,6,미국,121,32587,코미디,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=개들의 섬%09&section=all&ie=utf8,8.53,브라이언크랜스톤,틸다스윈튼,빌머레이
1166,192,사우스포,안톤 후쿠아,,(주)스마일이엔티,씨네그루(주)다우기술,2015-12-03,12,미국,335,87426,드라마,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=사우스포%09&section=all&ie=utf8,8.53,제이크질렌할,레이첼맥아담스,포레스트휘태커
1167,667,혹성탈출: 반격의 서막,맷 리브스,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-07-10,7,미국,922,4002134,액션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=혹성탈출: 반격의 서막%09&section=all&ie=utf8,8.53,앤디서키스,게리올드만,제이슨클락
1168,221,레드 스패로,프란시스 로렌스,,이십세기폭스코리아(주),이십세기폭스코리아(주),2018-02-28,2,미국,389,108344,스릴러,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=레드 스패로%09&section=all&ie=utf8,8.54,제니퍼로렌스,조엘에저튼,마티아스쇼에나에츠
1169,607,레디 플레이어 원,스티븐 스필버그,,워너브러더스 코리아(주),워너브러더스 코리아(주),2018-03-28,3,미국,1079,2254442,액션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=레디 플레이어 원%09&section=all&ie=utf8,8.54,올리비아쿡,벤멘델슨,타이쉐리던
1170,835,꿀벌 하치의 대모험,아미노 테츠로,,에이원엔터테인먼트,"(주)박수엔터테인먼트,에이원엔터테인먼트",2011-01-13,1,일본,141,79625,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=꿀벌 하치의 대모험%09&section=all&ie=utf8,8.54,사이토아야카,아야카윌슨,타나카나오키
1171,1336,코리아,문현성,"(주)더타워픽쳐스,씨제이이앤엠(주),(주)웰메이드스타엠",,씨제이이앤엠(주),2012-05-03,5,한국,537,1857392,드라마,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=코리아%09&section=all&ie=utf8,8.54,하지원,배두나,
1172,1391,오싹한 연애,황인호,상상필름(주),,씨제이이앤엠(주),2011-12-01,12,한국,469,3001530,공포(호러),12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=오싹한 연애%09&section=all&ie=utf8,8.54,손예진,이민기,
1173,261,레고 배트맨 무비,크리스 맥케이,,워너브러더스 코리아(주),워너브러더스 코리아(주),2017-02-09,2,미국,427,148760,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=레고 배트맨 무비%09&section=all&ie=utf8,8.55,윌아넷,마이클세라,랄프파인즈
1174,356,로렉스,"크리스 리노드,카일 발다",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2012-05-03,5,미국,463,297025,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=로렉스%09&section=all&ie=utf8,8.55,,,
1175,776,동쪽의 에덴 극장판 ① 더 킹오브 에덴,카미야마 켄지,"아스믹에이스엔터테인먼트,프로덕션 I.G.",애니박스 엔터테인먼트,애니박스 엔터테인먼트,2010-01-28,1,일본,53,12460,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=동쪽의 에덴 극장판 ① 더 킹오브 에덴%09&section=all&ie=utf8,8.55,하야미사오리,이지영,에구치타쿠야
1176,786,호비와 동화나라 대모험,히라바야시 이사무,,(주)머스트씨무비릴리징컴퍼니,(주)머스트씨무비릴리징컴퍼니,2016-12-08,12,일본,81,16620,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=호비와 동화나라 대모험%09&section=all&ie=utf8,8.55,미나미오미,미키타카하시,야마자키타쿠미
1177,875,괴물의 아이,호소다 마모루,,(주)얼리버드픽쳐스,"CGV아트하우스,(주)리틀빅픽쳐스",2015-11-25,11,일본,363,224849,애니메이션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=괴물의 아이%09&section=all&ie=utf8,8.55,야쿠쇼코지,미야자키아오이,소메타니쇼타
1178,1421,내 아내의 모든 것,민규동,"(주)수필름,영화사 집",,(주)넥스트엔터테인먼트월드(NEW),2012-05-17,5,한국,563,4598583,코미디,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=내 아내의 모든 것%09&section=all&ie=utf8,8.55,임수정,이선균,류승룡
1179,21,눈의 여왕,"블라드 바르베,막심 스베쉬니코브",,(주)씨씨에스미디어,(주)넥스트엔터테인먼트월드(NEW),2013-02-07,2,러시아,316,274229,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=눈의 여왕%09&section=all&ie=utf8,8.57,,,
1180,859,극장판 아이엠스타 : 꿈의 오디션!,키무라 류이치,,씨제이이앤엠(주),씨제이이앤엠(주),2016-02-11,2,일본,254,141025,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=극장판 아이엠스타 : 꿈의 오디션!%09&section=all&ie=utf8,8.57,,,
1181,1242,뽀로로 극장판 슈퍼썰매 대모험,박영균,"(주)오콘,중국오락문화투자유한회사",,씨제이이앤엠(주),2013-01-23,1,한국,459,929985,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=뽀로로 극장판 슈퍼썰매 대모험%09&section=all&ie=utf8,8.57,이선,이미자,김환진
1182,86,33,패트리시아 리건,,(주)나이너스엔터테인먼트,(주)나이너스엔터테인먼트,2016-04-07,4,미국,320,29728,드라마,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=33%09&section=all&ie=utf8,8.58,안토니오반데라스,로드리고산토로,줄리엣비노쉬
1183,218,웨이 백,피터 위어,,(주)케이앤엔터테인먼트,(주)쇼박스,2011-03-17,3,미국,175,105925,드라마,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=웨이 백%09&section=all&ie=utf8,8.58,에드해리스,짐스터게스,시얼샤로넌
1184,618,마이펫의 이중생활,크리스 리노드,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-08-03,8,미국,726,2517805,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=마이펫의 이중생활%09&section=all&ie=utf8,8.58,루이스C.K.,엘리켐퍼,에릭스톤스트릿
1185,719,토마스와 친구들: 블루마운틴 미스터리,그렉 티어넌,,그린나래미디어(주),(주)팝엔터테인먼트,2013-10-17,10,영국,49,12054,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=토마스와 친구들: 블루마운틴 미스터리%09&section=all&ie=utf8,8.58,,,
1186,1368,반창꼬,정기훈,(주)영화사오름,,(주)넥스트엔터테인먼트월드(NEW),2012-12-19,12,한국,466,2471721,멜로/로맨스,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=반창꼬%09&section=all&ie=utf8,8.58,고수,한효주,
1187,399,스머프: 비밀의 숲,캘리 애스버리,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-04-28,4,미국,607,427764,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=스머프: 비밀의 숲%09&section=all&ie=utf8,8.59,,,
1188,524,개구쟁이 스머프,라자 고스넬,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-08-11,8,미국,399,1027438,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=개구쟁이 스머프%09&section=all&ie=utf8,8.59,닐패트릭해리스,소피아베르가라,
1189,563,몬스터 호텔 2,젠디 타타코브스키,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-12-24,12,미국,686,1515104,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=몬스터 호텔 2%09&section=all&ie=utf8,8.59,아담샌들러,셀레나고메즈,스티브부세미
1190,659,라라랜드,다미엔 차젤레,,판씨네마(주),판씨네마(주),2016-12-07,12,미국,727,3595861,드라마,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=라라랜드%09&section=all&ie=utf8,8.59,,,
1191,1025,극장판 프랭키와 친구들: 생명의 나무,박정오,프랭키영화문화산업전문(주),,예지림엔터테인먼트,2016-04-13,4,한국,258,56835,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=극장판 프랭키와 친구들: 생명의 나무%09&section=all&ie=utf8,8.59,이소은,안영미,김민정
1192,242,버틀러: 대통령의 집사,리 다니엘스,,(주)넥스트엔터테인먼트월드(NEW),(주)넥스트엔터테인먼트월드(NEW),2013-11-28,11,미국,182,126870,드라마,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=버틀러: 대통령의 집사%09&section=all&ie=utf8,8.6,포레스트휘태커,오프라윈프리,로빈윌리엄스
1193,256,헬프,테이트 테일러,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-11-03,11,미국,163,143738,드라마,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=헬프%09&section=all&ie=utf8,8.6,엠마스톤,비올라데이비스,옥타비아스펜서
1194,478,"안녕, 헤이즐",조쉬 분,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-08-13,8,미국,323,744387,드라마,12세이상관람가,"https://movie.naver.com/movie/search/result.nhn?query=안녕, 헤이즐%09&section=all&ie=utf8",8.6,쉐일린우들리,안셀엘고트,냇울프
1195,499,몬스터 호텔,젠디 타타코브스키,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-01-17,1,미국,489,884885,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=몬스터 호텔%09&section=all&ie=utf8,8.6,아담샌들러,셀레나고메즈,
1196,863,극장판 도라에몽: 진구의 아프리카 모험 ~베코와 5인의 탐험대~,야쿠와 신노스케,,대원미디어(주),(주)이수C&E,2014-09-04,9,일본,277,166092,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=극장판 도라에몽: 진구의 아프리카 모험 ~베코와 5인의 탐험대~%09&section=all&ie=utf8,8.6,미즈타와사비,오오하라메구미,카카즈유미
1197,1261,수상한 고객들,조진모,(주)메이스엔터테인먼트,,씨제이이앤엠(주),2011-04-14,4,한국,411,1059350,코미디,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=수상한 고객들%09&section=all&ie=utf8,8.6,류승범,,
1198,1424,범죄와의 전쟁: 나쁜놈들 전성시대,윤종빈,"(주)팔레트픽처스,(주)쇼박스",,(주)쇼박스,2012-02-02,2,한국,699,4710454,범죄,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=범죄와의 전쟁: 나쁜놈들 전성시대%09&section=all&ie=utf8,8.6,최민식,하정우,
1199,29,리틀 맨하탄,마크 레빈,,(주)영화사 빅,(주)영화사 빅,2018-06-27,6,미국,142,11909,멜로/로맨스,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=리틀 맨하탄%09&section=all&ie=utf8,8.61,조쉬허처슨,찰리레이,
1200,1008,약장수,조치언,(주)26컴퍼니,,"(주)대명문화공장,(주)나이너스엔터테인먼트",2015-04-23,4,한국,282,43562,드라마,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=약장수%09&section=all&ie=utf8,8.61,김인권,박철민,이주실
1201,452,레터스 투 줄리엣,게리 위닉,서미트 엔터티인먼트,(주)유니코리아문예투자,(주)넥스트엔터테인먼트월드(NEW),2010-10-06,10,미국,284,593630,멜로/로맨스,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=레터스 투 줄리엣%09&section=all&ie=utf8,8.62,,,
1202,1228,카트,부지영,(주)명필름,,(주)리틀빅픽쳐스,2014-11-13,11,한국,544,799275,드라마,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=카트%09&section=all&ie=utf8,8.62,염정아,문정희,김영애
1203,666,쿵푸팬더3,"여인영,알레산드로 칼로니",드림웍스 애니메이션,씨제이이앤엠(주),씨제이이앤엠(주),2016-01-28,1,미국,1365,3984812,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=쿵푸팬더3%09&section=all&ie=utf8,8.63,,,
1204,706,새미의 어드벤쳐,벤 스타센,엔웨이브필름,데이지엔터테인먼트,씨제이엔터테인먼트,2010-12-15,12,벨기에,311,946615,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=새미의 어드벤쳐%09&section=all&ie=utf8,8.64,빌리웅거,팻캐럴,카를로스맥쿨러스2세
1205,707,새미의 어드벤쳐 2,벤 스타센,,데이지엔터테인먼트,씨제이이앤엠(주),2012-08-01,8,벨기에,486,1452872,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=새미의 어드벤쳐 2%09&section=all&ie=utf8,8.64,빌리웅거,팻캐럴,카를로스맥쿨러스2세
1206,903,명탐정 코난: 11번째 스트라이커,"시즈노 코분,야마모토 야스이치로",,씨제이이앤엠(주),씨제이이앤엠(주),2012-07-19,7,일본,350,524914,애니메이션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=명탐정 코난: 11번째 스트라이커%09&section=all&ie=utf8,8.64,,,
1207,1152,늑대소년-확장판,조성희,(주)영화사비단길,,씨제이이앤엠(주),2012-12-06,12,한국,278,414083,멜로/로맨스,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=늑대소년-확장판%09&section=all&ie=utf8,8.64,송중기,박보영,
1208,1387,고지전,장훈,(주)티피에스컴퍼니,,(주)쇼박스,2011-07-20,7,한국,585,2945137,드라마,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=고지전%09&section=all&ie=utf8,8.64,신하균,고수,이제훈
1209,277,라스트베가스,존 터틀타웁,,(주)나이너스엔터테인먼트,(주)나이너스엔터테인먼트,2014-05-08,5,미국,349,169138,코미디,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=라스트베가스%09&section=all&ie=utf8,8.65,로버트드니로,마이클더글라스,모건프리먼
1210,549,퓨리,데이비드 에이어,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-11-20,11,미국,590,1362114,액션,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=퓨리%09&section=all&ie=utf8,8.65,브래드피트,로건레먼,샤이아라보프
1211,1098,코알라 키드 : 영웅의 탄생,이경호,"㈜디지아트프로덕션,더 애니메이션 픽쳐 컴퍼니",,롯데쇼핑㈜롯데엔터테인먼트,2012-01-12,1,한국,234,205579,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=코알라 키드 : 영웅의 탄생%09&section=all&ie=utf8,8.65,태민,써니,윤다훈
1212,1415,건축학개론,이용주,(주)명필름,,롯데쇼핑㈜롯데엔터테인먼트,2012-03-22,3,한국,593,4110645,멜로/로맨스,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=건축학개론%09&section=all&ie=utf8,8.65,엄태웅,한가인,이제훈
1213,641,앤트맨,페이튼 리드,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2015-09-03,9,미국,949,2839921,액션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=앤트맨%09&section=all&ie=utf8,8.66,폴러드,에반젤린릴리,마이클더글라스
1214,686,앤트맨과 와스프,페이튼 리드,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2018-07-04,7,미국,1775,5438152,액션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=앤트맨과 와스프%09&section=all&ie=utf8,8.66,폴러드,에반젤린릴리,마이클더글라스
1215,827,극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지 ,타케모토 노보루,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2017-11-09,11,일본,370,65895,액션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지 %09&section=all&ie=utf8,8.66,나카오마사키,야나기미키,난바쇼헤이
1216,375,아메리칸 스나이퍼,클린트 이스트우드,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-01-14,1,미국,308,344766,액션,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=아메리칸 스나이퍼%09&section=all&ie=utf8,8.67,브래들리쿠퍼,시에나밀러,제이크맥더맨
1217,510,월터의 상상은 현실이 된다,벤 스틸러,,"유니콘텐츠,주식회사 레드아이스,이십세기폭스코리아(주)","글뫼 주식회사,이십세기폭스코리아(주)",2013-12-31,12,미국,378,941672,어드벤처,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=월터의 상상은 현실이 된다%09&section=all&ie=utf8,8.67,벤스틸러,크리스틴위그,숀펜
1218,535,워크래프트: 전쟁의 서막,던칸 존스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2016-06-09,6,미국,736,1163120,액션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=워크래프트: 전쟁의 서막%09&section=all&ie=utf8,8.67,트래비스핌멜,벤포스터,토비켑벨
1219,569,블랙 스완,대런 아로노프스키,,이십세기폭스코리아(주),이십세기폭스코리아(주),2011-02-24,2,미국,294,1623199,드라마,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=블랙 스완%09&section=all&ie=utf8,8.67,나탈리포트만,뱅상카셀,밀라쿠니스
1220,617,보스 베이비,톰 맥그라스,,씨제이이앤엠(주),씨제이이앤엠(주),2017-05-03,5,미국,1116,2450023,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=보스 베이비%09&section=all&ie=utf8,8.67,알렉볼드윈,,
1221,699,캡틴 아메리카: 시빌 워,"안소니 루소,조 루소",,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2016-04-27,4,미국,1991,8677249,액션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=캡틴 아메리카: 시빌 워%09&section=all&ie=utf8,8.67,,,
1222,1217,국가대표 2,김종현,케이엠컬쳐㈜,,메가박스중앙(주)플러스엠,2016-08-10,8,한국,562,703024,드라마,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=국가대표 2%09&section=all&ie=utf8,8.67,수애,오달수,오연서
1223,1382,부당거래,류승완,"필름트레인,(주)외유내강",,씨제이엔터테인먼트,2010-10-28,10,한국,502,2766436,범죄,청소년관람불가,https://movie.naver.com/movie/search/result.nhn?query=부당거래%09&section=all&ie=utf8,8.67,황정민,류승범,유해진
1224,64,워리어,개빈 오코너,,(주)화앤담이엔티,(주)화앤담이엔티,2011-11-02,11,미국,142,20702,드라마,15세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=워리어%09&section=all&ie=utf8,8.68,,,
1225,339,파이스토리 : 악당상어 소탕작전,"마크 A.Z. 디페,박태동",,데이지엔터테인먼트,(주)에스비에스콘텐츠허브,2013-01-10,1,미국,298,267373,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=파이스토리 : 악당상어 소탕작전%09&section=all&ie=utf8,8.68,,,
1226,592,페르시아의 왕자: 시간의 모래,마이크 뉴웰,월트 디즈니 픽쳐스,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-05-27,5,미국,570,2003533,액션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=페르시아의 왕자: 시간의 모래%09&section=all&ie=utf8,8.68,제이크질렌할,젬마아터튼,벤킹슬리
1227,768,극장판 빰바라빤쮸: 바나나 왕국의 비밀,벤피 네코,,(주)스마일이엔티,(주)스마일이엔티,2017-02-22,2,일본,140,10681,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=극장판 빰바라빤쮸: 바나나 왕국의 비밀%09&section=all&ie=utf8,8.68,,,
1228,797,하이큐!! 콘셉트의 싸움,미츠나카 스스무,,(주)에이원엔터테인먼트,(주)팝엔터테인먼트,2018-01-11,1,일본,97,24898,애니메이션,12세이상관람가,https://movie.naver.com/movie/search/result.nhn?query=하이큐!! 콘셉트의 싸움%09&section=all&ie=utf8,8.68,무라세아유무,,
1229,869,짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,하시모토 마사카즈,,대원미디어(주),(주)넥스트엔터테인먼트월드(NEW),2016-01-07,1,일본,350,202538,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격%09&section=all&ie=utf8,8.68,야지마아키코,후지와라케이지,나라하시미키
1230,889,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,하시모토 마사카즈,,씨제이이앤엠(주),씨제이이앤엠(주),2017-07-20,7,일본,547,333082,애니메이션,전체관람가,https://movie.naver.com/movie/search/result.nhn?query=극장판 짱구는 못말려 : 습격!! 외계인 덩덩이%09&section=all&ie=utf8,8.68,박영남,양정화,
