순위,영화명,개봉일,좌석수,좌석점유율,관객수,좌석판매율,매출액,누적매출액,누적관객수
116,순결한 키리코의 정사,2014-02-20,180,0.00 ,2,1.10%,"36,000","36,000",2
116,아로마 마사지의 유혹,2014-03-19,180,0.00 ,2,1.10%,"36,000","36,000",2
116,에너미라인,2014-12-11,59,0.00 ,2,3.30%,"14,000","14,000",2
116,음란하게 짜릿하게,2014-12-11,59,0.00 ,2,3.30%,"14,000","14,000",2
116,재팬아나운서 나나세,2014-03-13,180,0.00 ,2,1.10%,"36,000","36,000",2
116,죽도록 아름다운 세상,2014-02-27,180,0.00 ,2,1.10%,"36,000","36,000",2
116,폭유!수영교실,2014-03-06,180,0.00 ,2,1.10%,"36,000","36,000",2
116,프라이빗섹스,2014-12-17,59,0.00 ,2,3.30%,"14,000","14,000",2
116,하펫 꿈나라 모험,2014-05-15,161,0.00 ,2,1.20%,"16,000","16,000",2
116,더 머쉰,2014-06-19,300,0.00 ,1,0.30%,"7,000","7,000",1
116,데빌스 노트,2014-12-04,76,0.00 ,1,1.30%,"8,000","8,000",1
116,랜드 오브 베어스,2014-12-22,76,0.00 ,1,1.30%,"8,000","8,000",1
116,레일웨이 맨,2014-11-11,76,0.00 ,1,1.30%,"8,000","8,000",1
116,리들,2014-09-18,76,0.00 ,1,1.30%,"8,000","8,000",1
116,무서운 영화 5,2014-07-10,76,0.00 ,1,1.30%,"8,000","8,000",1
116,미싱 윌리엄,2014-12-29,76,0.00 ,1,1.30%,"6,000","6,000",1
116,브룩클린스 파이니스트,2014-11-13,76,0.00 ,1,1.30%,"8,000","8,000",1
116,영주의 애인,2014-04-17,85,0.00 ,1,1.10%,"8,000","8,000",1
116,온리 포 유,2014-05-22,76,0.00 ,1,1.30%,"8,000","8,000",1
116,젊은 엄마 2,2014-05-29,76,0.00 ,1,1.30%,"8,000","8,000",1
116,진구세주전설 북두의권 1부 라오우전 순애의 장,2014-12-26,76,0.00 ,1,1.30%,"9,000","9,000",1
116,진구세주전설 북두의권 3부 라오우전 격투의 장,2014-12-27,76,0.00 ,1,1.30%,"9,000","9,000",1
116,탑캣: 뉴욕 대소동,2014-04-24,85,0.00 ,1,1.10%,"8,000","8,000",1
116,파라노이아,2014-09-18,76,0.00 ,1,1.30%,"8,000","8,000",1
116,파라다이스,2014-05-15,76,0.00 ,1,1.30%,"8,000","8,000",1
116,플라이트 7500,2014-12-16,76,0.00 ,1,1.30%,"8,000","8,000",1
116,플러쉬,2014-04-17,85,0.00 ,1,1.10%,"8,000","789,782",114
116,피의 복수,2014-04-24,85,0.00 ,1,1.10%,"8,000","215,000",37
116,픽업 아티스트,2014-08-28,76,0.00 ,1,1.30%,"8,000","8,000",1
116,헤드헌터,2014-07-12,144,0.00 ,1,0.60%,"7,000","7,000",1
116,황금대겁안,2014-08-30,76,0.00 ,1,1.30%,"9,000","9,000",1
1,7번방의 선물,2013-01-23,"31,978,284",0.04 ,"12,811,206",40.00%,"91,431,914,670","91,431,914,670","12,811,206"
1,아이언맨 3,2013-04-25,"31,423,228",0.04 ,"9,001,331",28.60%,"70,806,364,000","70,806,364,000","9,001,331"
3,관상,2013-09-11,"24,216,780",0.03 ,"9,134,581",37.70%,"66,005,427,500","66,005,427,500","9,134,581"
4,설국열차,2013-08-01,"22,687,582",0.03 ,"9,349,993",41.20%,"67,010,087,500","67,010,087,500","9,349,993"
5,베를린,2013-01-30,"20,719,819",0.03 ,"7,166,199",34.50%,"52,354,931,637","52,355,568,637","7,166,290"
5,은밀하게 위대하게,2013-06-05,"20,982,446",0.03 ,"6,959,083",33.10%,"48,700,887,413","48,700,887,413","6,959,083"
7,감시자들,2013-07-03,"18,030,382",0.02 ,"5,508,017",30.50%,"39,380,162,179","39,380,162,179","5,508,017"
7,월드 워 Z,2013-06-20,"17,965,320",0.02 ,"5,237,525",29.10%,"38,555,356,000","38,555,356,000","5,237,525"
9,신세계,2013-02-21,"16,858,399",0.02 ,"4,682,492",27.70%,"34,881,330,905","34,881,330,905","4,682,492"
10,숨바꼭질,2013-08-14,"16,430,843",0.02 ,"5,604,103",34.10%,"39,602,977,500","39,602,977,500","5,604,103"
11,그래비티,2013-10-17,"14,968,921",0.02 ,"3,194,985",21.30%,"31,216,996,600","31,216,996,600","3,194,985"
12,더 테러 라이브,2013-07-31,"14,728,342",0.02 ,"5,583,589",37.90%,"39,866,663,881","39,869,706,381","5,584,139"
12,토르: 다크 월드,2013-10-30,"14,637,729",0.02 ,"3,039,889",20.70%,"22,525,808,500","22,525,808,500","3,039,889"
14,친구 2,2013-11-14,"13,242,807",0.02 ,"2,969,900",22.40%,"21,795,237,513","21,795,237,513","2,969,900"
15,변호인,2013-12-18,"11,821,274",0.01 ,"6,358,474",53.70%,"46,033,306,000","46,033,306,000","6,358,474"
15,소원,2013-10-02,"12,008,857",0.01 ,"2,711,083",22.50%,"18,529,862,600","18,529,862,600","2,711,083"
15,지.아이.조 2,2013-03-28,"12,125,953",0.01 ,"1,855,917",15.30%,"14,457,048,500","14,457,048,500","1,855,917"
18,박수건달,2013-01-09,"11,318,259",0.01 ,"3,893,216",34.30%,"28,343,986,569","28,379,548,569","3,897,969"
18,타워,2012-12-25,"11,137,987",0.01 ,"3,166,425",28.40%,"22,996,601,500","37,654,858,000","5,181,014"
18,화이: 괴물을 삼킨 아이,2013-10-09,"11,101,471",0.01 ,"2,394,453",21.50%,"17,695,412,795","17,695,412,795","2,394,453"
21,나우 유 씨 미 : 마술사기단,2013-08-22,"9,909,261",0.01 ,"2,718,227",27.40%,"19,146,691,869","19,146,691,869","2,718,227"
21,연애의 온도,2013-03-21,"10,250,737",0.01 ,"1,865,195",18.10%,"13,798,864,446","13,798,864,446","1,865,195"
21,전설의 주먹,2013-04-10,"10,234,839",0.01 ,"1,744,585",17.00%,"12,777,314,500","12,777,314,500","1,744,585"
24,감기,2013-08-14,"9,288,162",0.01 ,"3,117,859",33.50%,"21,774,884,000","21,774,884,000","3,117,859"
24,레드: 더 레전드,2013-07-18,"9,403,538",0.01 ,"3,004,649",31.90%,"21,511,371,970","21,511,371,970","3,004,649"
24,퍼시픽 림,2013-07-11,"9,809,926",0.01 ,"2,539,113",25.80%,"20,477,374,512","20,477,374,512","2,539,113"
24,맨 오브 스틸,2013-06-13,"9,695,010",0.01 ,"2,182,227",22.50%,"17,092,964,063","17,092,964,063","2,182,227"
24,파파로티,2013-03-14,"9,358,297",0.01 ,"1,716,429",18.30%,"11,825,934,000","11,825,934,000","1,716,429"
29,어바웃 타임,2013-12-05,"8,461,172",0.01 ,"2,918,966",34.40%,"21,404,538,500","21,404,538,500","2,918,966"
29,레미제라블,2012-12-19,"9,002,240",0.01 ,"2,701,781",30.00%,"19,616,383,500","43,064,419,000","5,917,586"
29,몽타주,2013-05-16,"8,911,060",0.01 ,"2,095,592",23.50%,"15,002,458,500","15,002,458,500","2,095,592"
29,분노의 질주: 더 맥시멈,2013-05-22,"8,247,536",0.01 ,"1,790,916",21.70%,"13,210,338,042","13,210,338,042","1,790,916"
29,공범,2013-10-24,"8,972,130",0.01 ,"1,766,285",19.60%,"12,333,110,882","12,333,110,882","1,766,285"
29,오블리비언,2013-04-11,"8,979,484",0.01 ,"1,515,356",16.80%,"11,165,841,500","11,165,841,500","1,515,356"
35,컨저링,2013-09-17,"7,602,876",0.01 ,"2,262,758",29.70%,"16,353,225,777","16,353,225,777","2,262,758"
35,런닝맨,2013-04-04,"7,655,921",0.01 ,"1,422,844",18.50%,"10,060,239,500","10,060,239,500","1,422,844"
35,깡철이,2013-10-02,"7,679,187",0.01 ,"1,209,363",15.70%,"8,572,344,462","8,572,344,462","1,209,363"
38,스타트렉 다크니스,2013-05-30,"6,966,252",0.01 ,"1,605,271",23.00%,"12,964,828,000","12,964,828,000","1,605,271"
38,웜 바디스,2013-03-14,"6,593,814",0.01 ,"1,169,839",17.70%,"8,361,708,124","8,361,708,124","1,169,839"
38,동창생,2013-11-06,"6,625,865",0.01 ,"1,048,280",15.80%,"7,010,197,126","7,010,197,126","1,048,280"
41,호빗: 스마우그의 폐허,2013-12-12,"6,520,036",0.01 ,"2,148,595",32.90%,"16,818,448,049","16,818,448,049","2,148,595"
41,집으로 가는 길,2013-12-11,"6,570,962",0.01 ,"1,782,674",27.10%,"12,523,890,245","12,523,890,245","1,782,674"
41,위대한 개츠비,2013-05-16,"6,185,500",0.01 ,"1,445,155",23.30%,"10,580,837,643","10,581,329,643","1,445,248"
41,미스터 고,2013-07-17,"6,556,709",0.01 ,"1,328,888",20.20%,"9,337,976,000","9,337,976,000","1,328,888"
41,결혼전야,2013-11-21,"6,216,538",0.01 ,"1,212,859",19.50%,"8,434,284,719","8,434,284,719","1,212,859"
41,엘리시움,2013-08-29,"5,757,194",0.01 ,"1,207,732",20.90%,"9,017,994,500","9,017,994,500","1,207,732"
41,헝거게임: 캣칭 파이어,2013-11-21,"5,891,475",0.01 ,"1,125,739",19.10%,"7,850,816,000","7,850,816,000","1,125,739"
41,전국노래자랑,2013-05-01,"5,982,394",0.01 ,"977,873",16.30%,"6,685,476,000","6,687,636,000","978,413"
41,열한시,2013-11-28,"6,506,277",0.01 ,"870,785",13.30%,"6,097,792,000","6,097,792,000","870,785"
50,용의자,2013-12-24,"5,140,275",0.01 ,"2,443,898",47.50%,"17,644,488,500","17,644,488,500","2,443,898"
50,다이하드: 굿 데이 투 다이,2013-02-06,"5,182,450",0.01 ,"1,438,056",27.70%,"10,825,703,000","10,825,703,000","1,438,056"
50,더 웹툰: 예고살인,2013-06-27,"5,445,532",0.01 ,"1,201,457",22.00%,"8,537,683,070","8,537,683,070","1,201,457"
50,고령화 가족,2013-05-09,"5,587,048",0.01 ,"1,141,222",20.40%,"8,169,492,153","8,169,492,153","1,141,222"
50,더 울버린,2013-07-25,"4,975,426",0.01 ,"1,075,333",21.60%,"7,849,518,000","7,849,518,000","1,075,333"
50,잭 더 자이언트 킬러,2013-02-28,"4,981,773",0.01 ,"956,154",19.10%,"7,376,481,000","7,376,481,000","956,154"
56,터보,2013-07-25,"4,198,582",0.01 ,"1,923,744",45.80%,"13,113,546,000","13,116,737,000","1,924,414"
56,노브레싱,2013-10-30,"4,181,478",0.01 ,"451,669",10.80%,"2,991,824,739","2,991,824,739","451,669"
58,더 파이브,2013-11-14,"4,100,354",0.00 ,"731,212",17.80%,"5,343,797,000","5,343,797,000","731,212"
58,애프터 어스,2013-05-30,"3,603,307",0.00 ,"537,920",14.90%,"3,831,856,167","3,831,856,167","537,920"
58,사이코메트리,2013-03-07,"3,501,601",0.00 ,"534,176",15.20%,"3,978,107,129","3,978,495,129","534,273"
61,에픽 : 숲속의 전설,2013-08-07,"2,591,852",0.00 ,"978,785",37.70%,"6,748,072,000","6,748,072,000","978,785"
61,크루즈 패밀리,2013-05-16,"3,036,074",0.00 ,"941,615",31.00%,"6,540,060,500","6,540,951,500","941,824"
61,뽀로로 극장판 슈퍼썰매 대모험,2013-01-23,"3,013,657",0.00 ,"929,983",30.80%,"6,819,963,500","6,826,641,500","931,342"
61,몬스터 호텔,2013-01-17,"2,536,186",0.00 ,"884,885",34.80%,"6,080,221,500","6,080,221,500","884,885"
61,남쪽으로 튀어,2013-02-06,"3,286,616",0.00 ,"832,894",25.30%,"5,970,851,500","5,970,851,500","832,894"
61,잭 리처,2013-01-17,"3,259,446",0.00 ,"784,031",24.00%,"5,758,577,000","5,758,577,000","784,031"
61,반창꼬,2012-12-19,"3,024,691",0.00 ,"745,262",24.60%,"5,451,422,068","17,911,274,787","2,475,797"
61,더 임파서블,2013-01-17,"3,026,387",0.00 ,"622,570",20.50%,"4,444,565,500","4,460,151,500","625,190"
61,인시디어스: 두번째 집,2013-12-05,"2,863,294",0.00 ,"577,752",20.10%,"4,001,165,000","4,001,165,000","577,752"
61,화이트 하우스 다운,2013-06-27,"2,951,908",0.00 ,"569,500",19.20%,"4,015,707,500","4,015,707,500","569,500"
61,남자사용설명서,2013-02-14,"2,538,442",0.00 ,"507,890",20.00%,"3,606,480,257","3,606,654,257","507,913"
61,창수,2013-11-28,"3,042,807",0.00 ,"429,141",14.10%,"3,146,542,000","3,146,542,000","429,141"
61,오즈 그레이트 앤드 파워풀,2013-03-07,"3,033,670",0.00 ,"350,563",11.50%,"2,886,185,000","2,886,185,000","350,563"
74,슈퍼배드 2,2013-09-12,"2,441,652",0.00 ,"962,862",39.40%,"6,605,655,500","6,605,655,500","962,862"
74,개구쟁이 스머프 2,2013-08-01,"2,078,369",0.00 ,"921,788",44.30%,"5,993,979,500","5,993,979,500","921,788"
74,몬스터 대학교,2013-09-12,"2,147,640",0.00 ,"870,605",40.50%,"5,879,223,500","5,879,223,500","870,605"
74,하늘에서 음식이 내린다면 2,2013-11-21,"2,436,663",0.00 ,"798,037",32.70%,"5,412,543,500","5,412,543,500","798,037"
74,섀도우 헌터스: 뼈의 도시,2013-09-12,"2,465,776",0.00 ,"571,074",23.10%,"4,034,176,500","4,034,176,500","571,074"
74,퍼시 잭슨과 괴물의 바다,2013-09-12,"2,258,698",0.00 ,"519,584",23.00%,"3,791,349,609","3,791,349,609","519,584"
74,무서운 이야기 2,2013-06-05,"2,376,856",0.00 ,"495,522",20.80%,"3,393,667,500","3,393,667,500","495,522"
74,캐치미,2013-12-18,"2,345,495",0.00 ,"484,182",20.60%,"3,322,993,000","3,322,993,000","484,182"
74,클라우드 아틀라스,2013-01-09,"2,214,576",0.00 ,"449,071",20.20%,"3,383,430,227","3,414,187,727","453,028"
74,론 레인저,2013-07-04,"2,105,198",0.00 ,"387,527",18.40%,"2,750,149,500","2,750,149,500","387,527"
74,스토커,2013-02-28,"2,225,630",0.00 ,"378,729",17.00%,"2,828,301,674","2,829,265,174","378,874"
74,미나문방구,2013-05-16,"2,244,316",0.00 ,"334,323",14.80%,"2,247,017,000","2,247,017,000","334,323"
74,차이니즈 조디악,2013-02-27,"1,863,957",0.00 ,"315,305",16.90%,"2,211,711,500","2,211,711,500","315,305"
74,롤러코스터,2013-10-17,"2,136,820",0.00 ,"270,148",12.60%,"1,913,087,600","1,913,087,600","270,148"
74,장고:분노의 추적자,2013-03-21,"1,849,163",0.00 ,"260,144",14.00%,"1,883,634,000","1,883,634,000","260,144"
74,밤의 여왕,2013-10-17,"1,852,437",0.00 ,"252,475",13.60%,"1,762,892,500","1,762,892,500","252,475"
74,분노의 윤리학,2013-02-21,"1,687,571",0.00 ,"225,618",13.30%,"1,658,653,000","1,658,653,000","225,618"
74,잡스,2013-08-29,"1,718,170",0.00 ,"225,146",13.10%,"1,594,113,136","1,594,901,136","225,343"
74,송 포 유,2013-04-18,"1,681,409",0.00 ,"216,852",12.80%,"1,484,169,000","1,485,573,000","217,314"
74,톱스타,2013-10-24,"1,899,213",0.00 ,"175,153",9.20%,"1,194,185,500","1,194,185,500","175,153"
94,썬더와 마법저택,2013-12-24,"982,838",0.00 ,"542,308",55.10%,"3,696,881,000","3,696,881,000","542,308"
94,다이노소어 어드벤처 3D,2013-12-19,"1,367,079",0.00 ,"534,956",39.10%,"4,366,160,500","4,366,160,500","534,956"
94,명탐정 코난 : 수평선상의 음모,2013-08-07,"1,047,477",0.00 ,"389,871",37.20%,"2,465,123,000","2,465,123,000","389,871"
94,빌리와 용감한 녀석들 2,2013-02-21,"1,051,736",0.00 ,"306,837",29.10%,"2,006,325,000","2,006,325,000","306,837"
94,주먹왕 랄프,2012-12-19,"1,020,247",0.00 ,"301,436",29.50%,"2,116,917,500","6,590,479,500","918,299"
94,이스케이프 플랜,2013-12-05,"1,429,502",0.00 ,"292,892",20.40%,"2,106,938,679","2,106,938,679","292,892"
94,눈의 여왕,2013-02-07,"900,635",0.00 ,"276,913",30.70%,"1,846,221,000","1,846,221,000","276,913"
94,헨젤과 그레텔: 마녀 사냥꾼 3D,2013-02-14,"1,501,589",0.00 ,"269,510",17.90%,"2,122,205,602","2,122,205,602","269,510"
94,파이스토리 : 악당상어 소탕작전,2013-01-10,"1,058,140",0.00 ,"267,373",25.20%,"1,807,928,000","1,808,263,000","267,440"
94,캡틴 필립스,2013-10-23,"1,508,270",0.00 ,"241,514",16.00%,"1,679,067,434","1,679,067,434","241,514"
94,호빗: 뜻밖의 여정,2012-12-13,"957,465",0.00 ,"213,869",22.30%,"1,712,751,650","23,436,820,716","2,818,993"
94,비포 미드나잇,2013-05-22,"1,264,921",0.00 ,"203,841",16.10%,"1,488,248,000","1,488,770,000","203,940"
94,응징자,2013-10-30,"1,533,469",0.00 ,"192,347",12.50%,"1,388,412,500","1,388,412,500","192,347"
94,프리즈너스,2013-10-02,"1,093,798",0.00 ,"188,084",17.10%,"1,374,330,500","1,374,330,500","188,084"
94,마이 리틀 히어로,2013-01-09,"1,595,808",0.00 ,"183,650",11.50%,"1,286,203,128","1,302,907,128","185,978"
94,백악관 최후의 날,2013-06-05,"1,247,506",0.00 ,"180,993",14.50%,"1,270,441,000","1,272,025,000","181,257"
94,노리개,2013-04-18,"1,587,117",0.00 ,"169,054",10.60%,"1,229,574,500","1,229,614,500","169,064"
94,히든 카드,2013-09-26,"1,602,944",0.00 ,"151,476",9.40%,"1,080,423,651","1,080,423,651","151,476"
94,가문의 영광5 - 가문의 귀환,2012-12-19,"901,041",0.00 ,"147,798",16.40%,"1,085,286,000","8,330,342,500","1,160,021"
94,안나 카레니나,2013-03-21,"1,136,442",0.00 ,"143,638",12.60%,"984,105,500","992,019,500","144,635"
94,링컨,2013-03-14,"897,483",0.00 ,"137,505",15.30%,"954,242,500","954,242,500","137,505"
94,카운슬러,2013-11-14,"1,056,813",0.00 ,"133,272",12.60%,"966,623,000","966,623,000","133,272"
94,리딕,2013-11-28,"1,044,076",0.00 ,"132,059",12.60%,"927,494,000","927,494,000","132,059"
94,러시 : 더 라이벌,2013-10-09,"1,117,055",0.00 ,"126,994",11.30%,"931,998,000","931,998,000","126,994"
94,배우는 배우다,2013-10-24,"1,241,734",0.00 ,"111,927",9.00%,"811,031,000","811,202,000","111,948"
94,제로 다크 서티,2013-03-07,"923,800",0.00 ,"108,991",11.70%,"780,080,000","780,080,000","108,991"
94,바람이 분다,2013-09-05,"863,704",0.00 ,"106,439",12.30%,"747,245,500","747,245,500","106,439"
94,뷰티풀 크리처스,2013-04-18,"1,071,576",0.00 ,"82,995",7.70%,"582,030,544","582,030,544","82,995"
94,라스트 스탠드,2013-02-21,"1,016,745",0.00 ,"66,697",6.50%,"492,126,000","492,763,000","66,790"
123,엔더스 게임,2013-12-31,"766,869",0.00 ,"326,283",42.50%,"2,466,384,000","2,466,384,000","326,283"
123,잠베지아: 신비한 나무섬의 비밀,2012-12-25,"807,987",0.00 ,"232,089",28.70%,"1,579,355,000","3,333,947,000","472,692"
123,월터의 상상은 현실이 된다,2013-12-31,"505,318",0.00 ,"225,920",44.70%,"1,634,414,500","1,634,414,500","225,920"
123,세이빙 산타,2013-12-19,"600,855",0.00 ,"225,016",37.40%,"1,452,889,500","1,452,889,500","225,016"
123,짱구는 못말려 극장판:태풍을 부르는 나와 우주의 프린세스,2013-04-25,"803,028",0.00 ,"217,320",27.00%,"1,430,168,500","1,430,168,500","217,320"
123,비행기,2013-12-19,"751,958",0.00 ,"214,914",28.50%,"1,536,166,500","1,536,166,500","214,914"
123,해양경찰 마르코,2013-02-14,"642,064",0.00 ,"181,660",28.20%,"1,151,507,000","1,151,907,000","181,740"
123,명탐정 코난:은빛 날개의 마술사,2013-01-24,"510,143",0.00 ,"176,483",34.50%,"1,158,686,500","1,158,761,500","176,495"
123,니코: 산타비행단의 모험,2012-12-25,"636,582",0.00 ,"164,202",25.70%,"1,110,800,500","2,787,570,000","407,448"
123,더 자이언트,2013-02-21,"617,171",0.00 ,"157,976",25.50%,"996,592,000","996,662,000","157,990"
123,더 퍼지,2013-11-06,"779,948",0.00 ,"137,340",17.60%,"1,032,196,000","1,032,196,000","137,340"
123,버틀러: 대통령의 집사,2013-11-28,"707,825",0.00 ,"126,822",17.90%,"884,325,000","884,325,000","126,822"
123,극장판 도라에몽: 진구의 비밀도구 박물관,2013-07-25,"458,758",0.00 ,"122,172",26.60%,"780,545,500","780,545,500","122,172"
123,R.I.P.D. : 알.아이.피.디.,2013-08-22,"767,678",0.00 ,"101,460",13.20%,"725,451,071","725,451,071","101,460"
123,원피스 극장판 Z,2013-03-21,"529,090",0.00 ,"93,239",17.60%,"626,891,000","626,891,000","93,239"
123,마마,2013-01-23,"552,949",0.00 ,"91,143",16.40%,"662,161,500","662,161,500","91,143"
123,더 콜,2013-06-20,"688,043",0.00 ,"88,953",12.90%,"626,952,634","626,952,634","88,953"
123,저스틴,2013-12-31,"184,087",0.00 ,"88,745",48.20%,"602,885,500","602,885,500","88,745"
123,화이트 고릴라,2013-10-31,"266,795",0.00 ,"71,796",26.90%,"464,078,500","464,078,500","71,796"
123,닥터,2013-06-20,"491,826",0.00 ,"68,312",13.80%,"495,574,500","495,574,500","68,312"
123,정글번치 : 빙산으로의 귀환,2013-10-02,"318,207",0.00 ,"65,827",20.60%,"408,523,000","408,842,805","65,998"
123,에반게리온: Q,2013-04-25,"371,029",0.00 ,"61,423",16.50%,"435,800,211","435,800,211","61,423"
123,호프 스프링즈,2013-04-04,"477,641",0.00 ,"55,273",11.50%,"388,432,500","388,432,500","55,273"
123,돌핀 : 꿈꾸는 다니엘의 용감한 모험,2013-03-21,"254,179",0.00 ,"53,744",21.10%,"354,256,000","354,256,000","53,744"
123,스카이포스 3D,2013-02-28,"298,792",0.00 ,"51,522",17.20%,"349,105,500","349,260,500","51,553"
123,뜨거운 안녕,2013-05-30,"431,434",0.00 ,"47,105",10.90%,"315,291,000","315,291,000","47,105"
123,적인걸2 : 신도해왕의 비밀,2013-10-02,"392,637",0.00 ,"47,060",11.90%,"329,905,000","329,905,000","47,060"
123,슈퍼윙스 3D,2013-08-14,"198,320",0.00 ,"46,124",23.20%,"269,711,500","269,711,500","46,124"
123,나의 PS 파트너,2012-12-06,"205,733",0.00 ,"44,894",21.80%,"348,266,000","13,896,958,616","1,831,737"
123,호두까기인형 3D,2013-01-03,"257,190",0.00 ,"44,677",17.30%,"298,444,000","316,094,000","46,815"
123,글래디에이터: 로마 영웅 탄생의 비밀 3D,2013-03-14,"292,660",0.00 ,"44,371",15.10%,"299,955,500","300,235,500","44,441"
123,드래곤볼Z : 신들의 전쟁,2013-08-29,"377,432",0.00 ,"44,231",11.70%,"292,117,500","292,117,500","44,231"
123,호스트,2013-04-04,"699,794",0.00 ,"42,972",6.10%,"299,706,000","299,706,000","42,972"
123,스니치,2013-05-09,"428,866",0.00 ,"41,480",9.60%,"288,292,500","288,292,500","41,480"
123,폭풍우 치는 밤에: 비밀 친구,2013-05-01,"265,249",0.00 ,"38,247",14.40%,"249,369,500","249,369,500","38,247"
123,사이드 이펙트,2013-07-11,"357,812",0.00 ,"37,134",10.30%,"258,658,000","258,850,000","37,158"
123,극장판 썬더일레븐 GO VS 골판지 전사 W,2013-06-05,"138,594",0.00 ,"36,492",26.30%,"240,929,500","240,929,500","36,492"
123,드래곤 헌터,2013-01-24,"257,029",0.00 ,"34,984",13.60%,"219,090,000","219,090,000","34,984"
123,빅 웨딩,2013-06-27,"352,927",0.00 ,"33,993",9.60%,"231,885,500","231,885,500","33,993"
123,꼭두각시,2013-06-20,"340,887",0.00 ,"31,713",9.30%,"227,941,500","227,941,500","31,713"
123,극장판 나루토 질풍전: 로드 투 닌자,2013-02-21,"132,142",0.00 ,"30,117",22.70%,"200,250,500","200,268,500","30,123"
123,쾌걸 조로리의 대대대대모험,2013-06-05,"171,704",0.00 ,"27,598",16.00%,"173,490,500","173,490,500","27,598"
123,코비: 블루 엘리펀트의 전설,2013-12-05,"141,680",0.00 ,"27,463",19.30%,"165,671,000","165,671,000","27,463"
123,히어로,2013-10-08,"268,055",0.00 ,"23,841",8.80%,"158,900,000","158,900,000","23,841"
123,알렉스 크로스,2013-03-14,"427,300",0.00 ,"22,978",5.30%,"164,165,000","164,165,000","22,978"
123,26년,2012-11-29,"84,837",0.00 ,"22,974",27.00%,"129,449,000","21,242,367,145","2,963,652"
123,아기기린 자라파,2013-02-14,"167,307",0.00 ,"20,811",12.40%,"133,077,000","133,137,000","20,823"
123,꼬마마녀 요요와 네네,2013-12-25,"79,898",0.00 ,"20,747",25.90%,"137,303,500","137,303,500","20,747"
123,플라이트,2013-02-28,"186,355",0.00 ,"20,491",10.90%,"150,391,500","150,391,500","20,491"
123,완전 소중한 사랑,2013-11-21,"183,609",0.00 ,"20,303",11.00%,"129,614,500","129,614,500","20,303"
123,극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,2012-12-19,"95,368",0.00 ,"19,431",20.30%,"77,063,000","1,358,313,750","348,991"
123,가디언즈,2012-11-29,"84,635",0.00 ,"19,334",22.80%,"129,232,500","8,213,608,000","1,075,848"
123,부도리의 꿈,2013-01-30,"151,375",0.00 ,"18,940",12.50%,"123,582,500","123,787,500","18,981"
123,이별계약,2013-06-20,"156,918",0.00 ,"18,200",11.50%,"130,635,000","131,141,000","18,301"
123,퍼펙트,2013-09-25,"319,288",0.00 ,"18,179",5.60%,"118,503,500","118,503,500","18,179"
123,타이치0 3D,2013-07-04,"195,102",0.00 ,"17,437",8.90%,"119,998,000","119,998,000","17,437"
123,베이트,2013-08-08,"103,629",0.00 ,"16,091",15.50%,"108,522,500","108,522,500","16,091"
123,호비와 후후의 대모험: 무지개꽃을 구하라,2013-09-26,"129,624",0.00 ,"15,050",11.60%,"97,632,500","97,632,500","15,050"
123,데드폴,2013-01-23,"163,777",0.00 ,"14,744",9.00%,"101,887,000","101,887,000","14,744"
123,아티스트 봉만대,2013-08-29,"227,142",0.00 ,"14,188",6.20%,"93,817,000","93,817,000","14,188"
123,터미네이터 2 : 심판의 날 감독판,2013-11-14,"113,127",0.00 ,"13,664",12.00%,"98,683,000","98,683,000","13,664"
123,피치 퍼펙트,2013-03-28,"283,942",0.00 ,"13,520",4.70%,"90,720,000","90,850,000","13,537"
123,킥 애스 2 : 겁없는 녀석들,2013-10-17,"296,019",0.00 ,"12,827",4.30%,"92,028,000","92,028,000","12,827"
123,브로큰 시티,2013-04-04,"193,343",0.00 ,"12,771",6.60%,"92,263,000","92,263,000","12,771"
123,극장판 토리코 : 미식신의 스페셜메뉴,2013-11-28,"52,277",0.00 ,"12,635",24.10%,"83,206,000","83,206,000","12,635"
123,토마스와 친구들: 블루마운틴 미스터리,2013-10-17,"121,646",0.00 ,"12,054",9.90%,"80,186,500","80,186,500","12,054"
123,페어리테일: 봉황의 무녀,2013-02-28,"57,349",0.00 ,"11,830",20.60%,"79,291,500","79,291,500","11,830"
123,슈퍼히어로,2013-07-31,"80,080",0.00 ,"11,469",14.30%,"73,535,000","73,535,000","11,469"
123,파라노만,2013-02-07,"76,992",0.00 ,"10,942",14.20%,"75,039,000","75,039,000","10,942"
123,당신에게도 사랑이 다시 찾아올까요?,2013-10-17,"184,900",0.00 ,"10,328",5.50%,"70,430,500","70,430,500","10,328"
123,콜렉션,2013-05-02,"141,803",0.00 ,"9,518",6.70%,"69,000,552","69,000,552","9,518"
123,드림팀,2013-03-21,"147,846",0.00 ,"9,483",6.40%,"68,051,500","68,051,500","9,483"
123,라스트 엑소시즘: 잠들지 않는 영혼,2013-06-27,"143,719",0.00 ,"9,442",6.50%,"65,939,500","65,939,500","9,442"
123,킬링시즌,2013-09-05,"159,310",0.00 ,"9,240",5.80%,"61,282,000","61,282,000","9,240"
123,연애의 기술,2013-10-30,"142,445",0.00 ,"8,913",6.20%,"64,882,000","64,882,000","8,913"
123,초한지: 영웅의 부활,2013-03-28,"140,121",0.00 ,"8,722",6.20%,"60,679,500","60,679,500","8,722"
